manifest_id,snapshot_id,source_service_id,motorcycle_id,customer_id,workshop_id,snapshot_at,snapshot_odometer_km,primary_time_split,primary_split_start_at,primary_split_end_at,primary_label_cutoff_at,next_service_id,next_service_at,full_dataset_event_observed,full_dataset_right_censored,event_observed_by_primary_cutoff,boundary_crossing_future_target,task_target_eligible_primary,next_service_regression_eligible_primary,survival_target_eligible_primary,survival_event_observed_in_window,survival_admin_censor_at,unseen_motorcycle_split,is_unseen_motorcycle_validation,is_unseen_motorcycle_test,unseen_workshop_split,is_unseen_workshop_validation,is_unseen_workshop_test,motorcycle_group_hash,workshop_group_hash,split_version,random_seed,data_origin,generator_version,scenario_id,notes
SPM0000001,SNP_SVC000001,SVC000001,MC000001,C000001,WS0003,2024-07-03 16:15:00,84592,TRAIN,2021-01-01,2025-06-30 23:59:59,2025-06-30 23:59:59,SVC000002,2025-04-12 15:59:19,1,0,1,0,1,1,1,1,2025-06-30 23:59:59,TRAIN,0,0,TRAIN,0,0,6411767099563454294,5993427844424968809,SPLIT_MANIFEST_V1_3,42,SYNTHETIC,1.3.0,REGRESSION_CALIBRATION_V1_3,PRIMARY=time-based; unseen motorcycle/workshop are separate group-holdout regimes. Direct next-event/task labels are usable only when observed by the primary split cutoff.
SPM0000002,SNP_SVC000002,SVC000002,MC000001,C000001,WS0003,2025-04-12 15:59:19,94960,TRAIN,2021-01-01,2025-06-30 23:59:59,2025-06-30 23:59:59,SVC000003,2025-12-29 05:02:39,1,0,0,1,0,0,1,0,2025-06-30 23:59:59,TRAIN,0,0,TRAIN,0,0,6411767099563454294,5993427844424968809,SPLIT_MANIFEST_V1_3,42,SYNTHETIC,1.3.0,REGRESSION_CALIBRATION_V1_3,PRIMARY=time-based; unseen motorcycle/workshop are separate group-holdout regimes. Direct next-event/task labels are usable only when observed by the primary split cutoff.
SPM0000003,SNP_SVC000003,SVC000003,MC000001,C000001,WS0003,2025-12-29 05:02:39,104069,VALIDATION,2025-07-01,2025-12-31 23:59:59,2025-12-31 23:59:59,SVC000004,2026-06-03 18:22:20,1,0,0,1,0,0,1,0,2025-12-31 23:59:59,TRAIN,0,0,TRAIN,0,0,6411767099563454294,5993427844424968809,SPLIT_MANIFEST_V1_3,42,SYNTHETIC,1.3.0,REGRESSION_CALIBRATION_V1_3,PRIMARY=time-based; unseen motorcycle/workshop are separate group-holdout regimes. Direct next-event/task labels are usable only when observed by the primary split cutoff.
SPM0000004,SNP_SVC000004,SVC000004,MC000001,C000001,WS0003,2026-06-03 18:22:20,108861,TEST,2026-01-01,2026-08-25 23:59:59,2026-08-25 23:59:59,,,0,1,0,0,0,0,1,0,2026-08-25 23:59:59,TRAIN,0,0,TRAIN,0,0,6411767099563454294,5993427844424968809,SPLIT_MANIFEST_V1_3,42,SYNTHETIC,1.3.0,REGRESSION_CALIBRATION_V1_3,PRIMARY=time-based; unseen motorcycle/workshop are separate group-holdout regimes. Direct next-event/task labels are usable only when observed by the primary split cutoff.
SPM0000005,SNP_SVC000005,SVC000005,MC000002,C000002,WS0008,2023-09-19 12:40:00,29344,TRAIN,2021-01-01,2025-06-30 23:59:59,2025-06-30 23:59:59,SVC000006,2024-07-10 13:58:00,1,0,1,0,1,1,1,1,2025-06-30 23:59:59,TRAIN,0,0,VALIDATION,1,0,4440362905931393030,15943022802158451407,SPLIT_MANIFEST_V1_3,42,SYNTHETIC,1.3.0,REGRESSION_CALIBRATION_V1_3,PRIMARY=time-based; unseen motorcycle/workshop are separate group-holdout regimes. Direct next-event/task labels are usable only when observed by the primary split cutoff.
SPM0000006,SNP_SVC000006,SVC000006,MC000002,C000002,WS0008,2024-07-10 13:58:00,35865,TRAIN,2021-01-01,2025-06-30 23:59:59,2025-06-30 23:59:59,SVC000007,2025-05-05 20:22:15,1,0,1,0,1,1,1,1,2025-06-30 23:59:59,TRAIN,0,0,VALIDATION,1,0,4440362905931393030,15943022802158451407,SPLIT_MANIFEST_V1_3,42,SYNTHETIC,1.3.0,REGRESSION_CALIBRATION_V1_3,PRIMARY=time-based; unseen motorcycle/workshop are separate group-holdout regimes. Direct next-event/task labels are usable only when observed by the primary split cutoff.
SPM0000007,SNP_SVC000007,SVC000007,MC000002,C000002,WS0008,2025-05-05 20:22:15,43496,TRAIN,2021-01-01,2025-06-30 23:59:59,2025-06-30 23:59:59,SVC000008,2025-12-06 00:58:22,1,0,0,1,0,0,1,0,2025-06-30 23:59:59,TRAIN,0,0,VALIDATION,1,0,4440362905931393030,15943022802158451407,SPLIT_MANIFEST_V1_3,42,SYNTHETIC,1.3.0,REGRESSION_CALIBRATION_V1_3,PRIMARY=time-based; unseen motorcycle/workshop are separate group-holdout regimes. Direct next-event/task labels are usable only when observed by the primary split cutoff.
SPM0000008,SNP_SVC000008,SVC000008,MC000002,C000002,WS0008,2025-12-06 00:58:22,49231,VALIDATION,2025-07-01,2025-12-31 23:59:59,2025-12-31 23:59:59,,,0,1,0,0,0,0,1,0,2025-12-31 23:59:59,TRAIN,0,0,VALIDATION,1,0,4440362905931393030,15943022802158451407,SPLIT_MANIFEST_V1_3,42,SYNTHETIC,1.3.0,REGRESSION_CALIBRATION_V1_3,PRIMARY=time-based; unseen motorcycle/workshop are separate group-holdout regimes. Direct next-event/task labels are usable only when observed by the primary split cutoff.
SPM0000009,SNP_SVC000009,SVC000009,MC000003,C000003,WS0008,2023-12-20 16:49:00,35393,TRAIN,2021-01-01,2025-06-30 23:59:59,2025-06-30 23:59:59,SVC000010,2024-07-01 05:40:33,1,0,1,0,1,1,1,1,2025-06-30 23:59:59,TRAIN,0,0,VALIDATION,1,0,7130099504539058439,15943022802158451407,SPLIT_MANIFEST_V1_3,42,SYNTHETIC,1.3.0,REGRESSION_CALIBRATION_V1_3,PRIMARY=time-based; unseen motorcycle/workshop are separate group-holdout regimes. Direct next-event/task labels are usable only when observed by the primary split cutoff.
SPM0000010,SNP_SVC000010,SVC000010,MC000003,C000003,WS0008,2024-07-01 05:40:33,37726,TRAIN,2021-01-01,2025-06-30 23:59:59,2025-06-30 23:59:59,SVC000011,2024-12-08 10:00:59,1,0,1,0,1,1,1,1,2025-06-30 23:59:59,TRAIN,0,0,VALIDATION,1,0,7130099504539058439,15943022802158451407,SPLIT_MANIFEST_V1_3,42,SYNTHETIC,1.3.0,REGRESSION_CALIBRATION_V1_3,PRIMARY=time-based; unseen motorcycle/workshop are separate group-holdout regimes. Direct next-event/task labels are usable only when observed by the primary split cutoff.
SPM0000011,SNP_SVC000011,SVC000011,MC000003,C000003,WS0008,2024-12-08 10:00:59,39710,TRAIN,2021-01-01,2025-06-30 23:59:59,2025-06-30 23:59:59,SVC000012,2025-05-19 21:39:20,1,0,1,0,1,1,1,1,2025-06-30 23:59:59,TRAIN,0,0,VALIDATION,1,0,7130099504539058439,15943022802158451407,SPLIT_MANIFEST_V1_3,42,SYNTHETIC,1.3.0,REGRESSION_CALIBRATION_V1_3,PRIMARY=time-based; unseen motorcycle/workshop are separate group-holdout regimes. Direct next-event/task labels are usable only when observed by the primary split cutoff.
