model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
RandomForestMSE_BAG_L1_FULL,-4.781468403457844,,mean_absolute_error,0.2041008472442627,,45.902820110321045,0.2041008472442627,,45.902820110321045,1,True,18
ExtraTreesMSE_BAG_L1_FULL,-5.2646291567230445,,mean_absolute_error,0.15407681465148926,,13.45923113822937,0.15407681465148926,,13.45923113822937,1,True,20
RandomForestMSE_BAG_L2_FULL,-6.478359247776193,,mean_absolute_error,0.5868761539459229,,164.90752053260803,0.17746305465698242,,65.83091974258423,2,True,25
ExtraTreesMSE_BAG_L2_FULL,-6.586888896480516,,mean_absolute_error,0.581732988357544,,115.07895064353943,0.17231988906860352,,16.002349853515625,2,True,27
XGBoost_BAG_L2_FULL,-6.83173203595692,,mean_absolute_error,0.4236280918121338,,99.99287962913513,0.01421499252319336,,0.9162788391113281,2,True,28
LightGBMLarge_BAG_L2_FULL,-6.860173703095709,,mean_absolute_error,0.4205894470214844,,104.50719571113586,0.011176347732543945,,5.4305949211120605,2,True,29
CatBoost_BAG_L2_FULL,-6.996169632723657,,mean_absolute_error,0.42343997955322266,,108.9422345161438,0.014026880264282227,,9.865633726119995,2,True,26
LightGBM_BAG_L2_FULL,-7.035746802596545,,mean_absolute_error,0.4152510166168213,,100.30179262161255,0.005837917327880859,,1.2251918315887451,2,True,24
WeightedEnsemble_L3_FULL,-7.312145203125532,,mean_absolute_error,0.4445650577545166,,111.12312412261963,0.0010721683502197266,,0.039418935775756836,3,True,30
LightGBMXT_BAG_L2_FULL,-7.436610181953959,,mean_absolute_error,0.4187660217285156,,101.00897765159607,0.009352922439575195,,1.9323768615722656,2,True,23
WeightedEnsemble_L2_FULL,-8.065027396239634,,mean_absolute_error,0.03186535835266113,,33.89127039909363,0.0009682178497314453,,0.030521154403686523,2,True,22
XGBoost_BAG_L1_FULL,-8.076949372110263,,mean_absolute_error,0.011677026748657227,,1.1469130516052246,0.011677026748657227,,1.1469130516052246,1,True,21
CatBoost_BAG_L1_FULL,-8.261487140541323,,mean_absolute_error,0.01922011375427246,,32.71383619308472,0.01922011375427246,,32.71383619308472,1,True,19
LightGBM_BAG_L1_FULL,-8.57019492804638,,mean_absolute_error,0.008431196212768555,,2.42820405960083,0.008431196212768555,,2.42820405960083,1,True,17
LightGBMXT_BAG_L1_FULL,-8.950647081567375,,mean_absolute_error,0.011907100677490234,,3.425596237182617,0.011907100677490234,,3.425596237182617,1,True,16
WeightedEnsemble_L3,-9.12409484661982,-9.12409484661982,mean_absolute_error,1.2321209907531738,1.7997653484344482,731.0967202186584,0.0014300346374511719,0.00043201446533203125,0.039418935775756836,3,True,15
WeightedEnsemble_L2,-9.212331511510326,-9.212331511510326,mean_absolute_error,0.24791836738586426,0.4315919876098633,421.5233244895935,0.0013720989227294922,0.0009970664978027344,0.030521154403686523,2,True,7
XGBoost_BAG_L1,-9.224552067183529,-9.224552067183529,mean_absolute_error,0.09571027755737305,0.19204187393188477,18.424455404281616,0.09571027755737305,0.19204187393188477,18.424455404281616,1,True,6
XGBoost_BAG_L2,-9.249477744502284,-9.249477744502284,mean_absolute_error,1.0622632503509521,1.5936236381530762,610.7295746803284,0.10557007789611816,0.1348872184753418,20.42613935470581,2,True,13
LightGBM_BAG_L2,-9.253393855426001,-9.253393855426001,mean_absolute_error,0.9975509643554688,1.5066823959350586,607.4360275268555,0.040857791900634766,0.04794597625732422,17.13259220123291,2,True,9
CatBoost_BAG_L2,-9.304614574925832,-9.304614574925832,mean_absolute_error,1.0842630863189697,1.6165001392364502,693.498569726944,0.12756991386413574,0.15776371955871582,103.19513440132141,2,True,11
ExtraTreesMSE_BAG_L2,-9.308790555516529,-9.308790555516529,mean_absolute_error,1.252157211303711,1.620185375213623,605.1096084117889,0.29546403884887695,0.16144895553588867,14.806173086166382,2,True,12
LightGBMLarge_BAG_L2,-9.343148290338881,-9.343148290338881,mean_absolute_error,1.043787956237793,1.5561463832855225,639.2374575138092,0.08709478378295898,0.09740996360778809,48.934022188186646,2,True,14
RandomForestMSE_BAG_L2,-9.359426025288986,-9.359426025288986,mean_absolute_error,1.1253793239593506,1.63505220413208,653.1983332633972,0.1686861515045166,0.1763157844543457,62.89489793777466,2,True,10
LightGBMXT_BAG_L2,-9.377787571293975,-9.377787571293975,mean_absolute_error,1.005319356918335,1.527876615524292,615.66441655159,0.04862618446350098,0.06914019584655762,25.360981225967407,2,True,8
LightGBM_BAG_L1,-9.419984352709585,-9.419984352709585,mean_absolute_error,0.07507514953613281,0.25931382179260254,34.056965351104736,0.07507514953613281,0.25931382179260254,34.056965351104736,1,True,2
CatBoost_BAG_L1,-9.447836428136727,-9.447836428136727,mean_absolute_error,0.15083599090576172,0.23855304718017578,403.0683479309082,0.15083599090576172,0.23855304718017578,403.0683479309082,1,True,4
LightGBMXT_BAG_L1,-9.56658154225926,-9.56658154225926,mean_absolute_error,0.10172390937805176,0.18143987655639648,45.043882846832275,0.10172390937805176,0.18143987655639648,45.043882846832275,1,True,1
ExtraTreesMSE_BAG_L1,-9.918902892324882,-9.918902892324882,mean_absolute_error,0.20981884002685547,0.25099897384643555,21.232342958450317,0.20981884002685547,0.25099897384643555,21.232342958450317,1,True,5
RandomForestMSE_BAG_L1,-9.92032969471505,-9.92032969471505,mean_absolute_error,0.3235290050506592,0.33638882637023926,68.47744083404541,0.3235290050506592,0.33638882637023926,68.47744083404541,1,True,3
